date,vader_compound,vader_pos,vader_neg,vader_neu,tb_polarity,tb_subjectivity,post_count,total_score,total_comments
2026-04-20,0.17967982698961935,0.17176983852364475,0.021889331026528257,0.806344059976932,0.10255463896533559,0.37155282362638065,278.0,34402.0,22554.0
2026-04-21,0.7115707602105136,0.2011408960838853,0.029246152922578192,0.7690197306545534,0.20841094420125192,0.49618470496086087,355.0,49618.0,20529.0
2026-04-22,0.10711776416539051,0.0689540581929556,0.03493568147013783,0.8961010719754977,0.03612278084361833,0.2076275946451281,323.0,330.0,217.0
2026-04-23,0.17132045454545453,0.08177272727272727,0.01956818181818182,0.8986590909090908,0.04115480202817865,0.24221393646637154,44.0,44.0,33.0
